,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Czech Republic,21,2961,2663,0,158,9533,1326,17975,0,0,10227,801,6683,7,1738,53729,9081,0,989,0,34,108,31408,254,25,106,0,917,78992,850,50,163,12675,2872,109,7686,19,1253,17,0,7,0,736,4774,234,171,0,2569,34931,8826,2264,0,4095,3186,18,6,49059,52,412,17,0,12,6,0,0,33,3,5,1288,1025,3125,1652,131,190,0,0,24,20346,195,422,0,11,15031,1086,16,809,36,53,6,203,104,3592,3,3,0,0,142,478,73,26,0,0,1427,338,3175,0,0,0,370,155,162,302,0,0,116,1,32,0,2,479,111,0,1049,12283,629,11,7040,11,25,333,292,101,0,3,16,7307,0,11133,0,85,2408,0,0,1249,7,0,16,16,14,1199,9180,1874,0,4,582,0,39,7228,0,203,1451,0,0,0,673,9511,14057,585,0,5,35,9,0,739,0,3286,215,389,0,120,61,1,32,64,5841,0,0,151,48,100,0,0,0,0,0,0,449,1634,669,21,15,0,0,137,0,367,0,0,164,602,0,926,0,0,1700,0,4,0,79,0,80,0,0,18,0,0,17,138,0,0
Equatorial Guinea,0,0,53,0,5,436,9,395,0,0,7,66,63,0,7,36,567,0,146,0,5,304,2437,0,0,750,0,5,382,2,0,4,13,0,0,23,0,0,0,0,84,1,0,0,0,0,0,21,242,4,16,0,10,83,0,0,57,0,1,0,0,3,0,0,0,1,933,0,0,2,23,0,0,0,0,0,0,5,0,0,1027,0,1,3,0,26,0,0,0,234,0,15,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,202,0,60,5307,0,0,0,0,0,0,0,31,0,22,0,0,0,0,0,0,0,0,28124,0,29,0,0,0,0,0,0,0,277,8,0,9,0,0,0,0,0,46,9,0,1281,0,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1137,0,0,0,42,0,0,0,0,0,0,6,124,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,148,66,2,0,141,0,263,0,0,72,53,129,0,0,14,424,0,10,0,0,721,50,0,492,48,0,58,3019,0,1942,0,48,7,0,122,0,8,43,4,0,4,0,90,0,0,0,511,663,124,0,0,4,286,0,0,157,0,11,0,0,11,0,0,0,5,0,0,0,0,325,3,0,0,0,0,0,72,188,0,0,0,1507,5,0,10,0,0,0,8,15,5,0,0,0,0,0,49,0,0,0,0,0,0,7,0,0,0,0,4,0,0,13,0,0,0,8,0,0,0,10,0,9,7,128,6,0,45,0,2,0,1688,0,289,21,0,2,4,0,0,0,0,0,0,0,9,0,0,40,0,0,7,0,0,0,0,128,0,2047,23,0,0,0,0,5,47,10,0,6,0,0,0,0,0,0,0,59,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,48,0,70,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,148,147,12,0,1118,35,539,0,0,149,721,829,12,13,16,921,0,13,0,0,1497,30,0,80,750,0,16,1319,16,440,13,570,16,0,190,12,10,59,244,36,0,6,144,0,0,0,12,707,428,92,0,28,590,0,0,207,0,275,30,0,3,18,0,22,53,742,0,28,9,1609,0,0,0,0,0,41,625,6172,2,760,22,1166,88,0,8,0,0,0,1958,132,0,4,0,0,0,0,43,2,0,0,0,0,2,24,0,0,0,2,3,5,0,1044,43,2,0,1871,0,0,27,9,0,4,744,43,135,69,226,0,0,3,0,4465,17,165,42,74,3,0,0,0,0,0,0,0,3,13,5,2267,0,20,0,0,0,0,0,105,27,0,0,0,0,0,0,26,120,3,0,81,0,0,0,0,0,0,6,137,0,0,0,4,0,2085,0,166,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,19,0,42,0,0,0,10,0,0,37,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,11,9,0,0,277,0,1274,0,0,308,4,1025,0,0,4723,9,0,0,0,0,0,175,2,0,0,0,3,24947,4,0,0,303,3,0,27,0,0,0,0,0,0,0,33,0,0,0,0,1638,87,18,0,2674,71,0,0,7563,0,39,0,0,0,0,0,0,0,0,0,0,1388,44,13,0,0,0,0,0,1770,0,0,0,4,2251,578,0,0,0,0,0,218,0,30,0,0,0,0,0,9,0,0,0,0,25,0,58,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1470,1397,0,0,705,0,0,2,19,0,0,0,0,3710,0,29,0,0,2649,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,10,6,8507,0,0,0,0,0,0,5,0,365,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1391,5,11,0,0,0,0,0,0,8,0,0,15,46,0,9,0,0,29,0,0,0,2230,0,0,0,0,0,0,0,0,0,0,0
Hungary,28,1935,1717,0,326,13491,946,66642,0,0,8597,722,8300,0,1245,18760,10866,0,346,0,20,176,38389,170,15,31,0,385,95582,1456,113,129,18324,568,60,8253,24,1439,11,15,8,0,179,8472,1834,13,0,246,29183,13689,2041,0,11674,1864,18,0,59981,0,252,41,0,0,0,0,0,19,7,0,229,3787,1561,1108,64,143,0,0,13,18842,231,172,7,54,16087,202,0,1134,11,0,0,829,14,6130,5,5,0,0,13,195,17,14,0,0,887,122,9192,0,0,2,1088,83,116,1376,6,0,102,36,10,0,0,683,163,4,1375,24231,260,12,7054,36,29,209,10,0,0,5,19,11025,1,951,0,1342,2533,12,0,655,0,8914,0,0,14,0,0,1574,0,28,71,0,15,10295,0,15,95,0,0,0,583,5134,9244,369,0,12,55,0,0,2197,0,780,373,176,0,1963,9,0,124,0,6337,0,0,20,32,80,0,0,0,0,0,0,3407,1013,656,1355,8,0,0,58,0,259,0,0,40,2317,0,954,0,0,1551,0,0,0,1633,0,5,0,0,0,0,0,0,50,0,0
Georgia,0,84,1609,38,22,1346,13,9262,0,0,712,117,6291,0,19,10944,2535,0,25,0,0,21,2475,5456,0,2,0,3225,2202,50,0,10,473,240,4,15832,0,201,0,14,0,0,2,137,0,908,0,145,4189,463,136,0,3654,2774,0,0,11295,0,455,0,0,0,0,0,0,0,0,0,15,1483,223,2806,0,10,2,0,5,1948,7,0,0,29,1690,2695,0,203,0,0,0,8,0,587,11,0,0,0,0,669,0,0,0,0,2,10,124,0,0,0,6,1282,0,3887,22,0,4,2,0,0,0,0,3,0,92,14527,129,0,1367,3,3,266,20,0,0,0,0,162,0,65,0,10,119,0,0,460,0,1731,0,0,0,0,1380,0,0,0,14,0,0,9181,0,183,136,0,1,0,1477,368,12166,0,0,0,0,0,0,48,0,1580,3182,0,0,30,20,0,4,0,188,0,0,6978,2,38,0,0,0,0,0,0,0,131,1945,12,0,0,0,3,0,3380,0,0,34,51,0,144,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,3,0,0,0,0,0,0,0,0,0,0,32,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8251,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3696,0,0,0,0,0,3191,0,0,0,10,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,0,2,0,0,0,3034,5534,6897,0,0,1592,8,17,0,0,1,311,0,5,0,0,1786,1363,0,9,0,0,0,16831,3,4,0,2332,0,0,42,0,0,0,0,0,0,0,55,0,0,0,84,10226,4012,0,0,3,2,0,0,4057,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,437,0,0,0,61,3196,55,0,0,0,0,0,0,4,10,0,0,0,0,0,13,0,0,0,0,0,0,13652,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,20,0,46,0,0,0,0,0,0,211,0,0,29,0,0,0,0,35,0,0,44648,0,0,2010,2323,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,1278,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0
Croatia,4,1302,268,0,52,1509,293,28023,3,0,2975,256,2392,0,301,1279,904,0,156,0,12,72,3232,15,21,9,0,179,7634,64,29,63,2996,324,38,2636,25,49,11,11,0,7,94,2540,157,5,0,148,4158,2552,730,0,1037,477,4,5,2909,0,138,79,0,8,8,0,0,0,56,0,56,140,1391,30,27,11,0,0,6,4490,16,70,48,20,3658,1773,0,463,0,3,0,140,0,810,0,68,0,0,5,7,8,21,0,0,117,22,598,0,0,0,85,47,3,215,0,0,3,3,7,0,0,99,11,0,937,543,64,0,1601,14,18,65,15,6,0,1,0,1382,0,196,0,948,305,6,0,50,0,490,5,7,4,3,31,28,0,0,17522,23,16,1480,0,35,41,0,0,0,77,774,478,73,21,2,22,7,0,208,0,216,1076,84,0,169,3,0,3,0,677,0,0,9,3,0,0,0,0,0,0,0,158,280,215,41,0,0,0,27,0,139,0,0,0,218,0,765,0,0,45,0,0,0,1528,0,6,0,0,0,0,0,0,16,0,0
Brunei Darussalam,0,985,6,0,0,36,4,46,0,0,8,11,755,0,3508,0,5252,0,2849,0,0,12,0,13,0,2,1,1068,465,0,0,0,8,90,0,4,0,0,7,0,0,0,0,0,0,1,0,0,11,0,852,0,0,700,0,0,25,0,2,0,0,0,0,0,0,0,0,4,33,0,8,0,39,0,0,0,0,72,0,0,0,0,0,3,0,19025,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,321,0,0,0,0,0,19,0,0,0,0,0,2734,0,0,0,0,0,0,0,0,3,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,28,0,115,0,0,0,0,0,1335,0,931,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,79,166,0,25,2304,119,1367,0,0,137,449,1218,0,44,98,983,0,81,0,0,1362,5575,6,7511,684,0,154,1787,71,1731,0,1980,5,14,519,3,18,15,12,251,2647,0,215,0,0,0,2987,28260,374,205,0,37,724,0,0,13741,0,296,24,0,59,42,0,6,960,558,0,22,11,2103,0,3,0,0,0,32,463,349,0,444,8,3469,297,0,32,0,0,0,41,2145,22,3,0,45,0,0,126,0,0,0,0,0,0,578,0,0,0,20,16,0,0,181,0,2,0,24,0,0,0,12,0,2,83,247,46,143,601,0,68,2,2577,6,3259,6078,49,3,23,0,8,14,0,2064,2,0,51,272,148,195,0,14,0,0,2368,17,0,10209,45,12,10,2,0,0,0,6,94,67,4,1724,0,0,2,0,0,0,6,75,91,0,0,0,0,47,0,173,0,2,0,0,0,0,0,0,0,0,0,6,89,21,3,4,0,0,40,0,7,0,1049,0,109,0,13,0,0,45,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0
Poland,7,3208,10342,9,84,35371,1176,109549,4,0,23509,1098,13699,5,1345,12152,6172,0,1360,0,50,207,63882,153,27,122,3,584,324730,2348,52,279,22144,2811,323,7381,45,2813,139,10,5,0,815,108822,9464,234,0,3716,45559,58364,4291,0,10606,3924,9,0,102197,7,1843,77,0,11,5,0,8,0,65,0,473,6661,4829,917,36,268,0,0,2,44084,206,634,12,240,28957,14147,0,780,24,11,9,957,6,6950,0,16,0,0,114,162,27,35,0,0,1359,87,10466,0,0,0,618,162,225,215,8,32,95,12,12,6,0,384,144,5,1448,30681,760,25,10857,19,82,95,13,49,0,0,0,43807,1,4941,0,135,1807,11,0,2392,31,7577,20,4,46,742,10619,9274,0,2309,1727,0,54,67036,4,152,580,101,0,0,2214,3914,73427,441,0,0,67,0,0,1807,0,3086,1411,159,0,190,9,0,97,0,12809,0,0,1151,39,12,0,0,0,23,0,0,8056,1390,3415,304,33,0,0,81,0,185,0,0,1162,2729,0,3531,0,0,1351,4,0,0,440,8,21,0,0,36,0,0,1,52,0,0
Liberia,0,150,29,0,0,500,0,46,0,0,0,16,22,0,20,0,212,0,7,0,0,488,32,0,565,21,0,2,255,0,3261,0,69,3,0,261,0,8,4,9,8,0,0,36,0,0,0,418,107,49,4,0,5,338,0,0,5,0,2,0,0,0,2,0,0,3,3,0,0,3,79,0,2,0,0,0,0,60,74,0,0,0,1001,0,0,52,0,0,0,6,0,14,0,0,0,0,0,32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,40,183,19,9,37,0,0,3,727,0,7,14,0,2,4,0,0,0,0,0,0,0,0,0,2392,2,0,0,0,0,0,0,0,47,0,0,6,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,91,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,4859,1989,128,36,6970,75,2426,0,0,582,1001,31795,0,4169,569,15362,0,700,0,0,150,1463,950,11,100,8,100890,18882,7,22,0,437,2134,0,1963,0,3022,503,8,49,0,5,216,37,10,0,16,686,2983,2246,0,479,50780,0,0,4002,0,21649,6,0,11,6,0,0,0,17,0,198,182,5333,4,494,0,25,0,29,508,192,2,0,2,235,528,0,24382,34,5,24,42,5,171,36,0,0,0,22,442,0,0,0,0,0,0,622,0,0,4,0,5833,0,376,13,142,502,0,17,0,5,23,4806,0,28,2,887,15,17718,6,0,509,15,2,0,12,28,351,15,1020,0,9,28,0,9,40,0,327,0,2,5,0,25,328,920,0,19,1061,4,142,6,260785,8,0,0,0,23,1276,369,473,17,0,0,0,0,1637,0,15,14485,131,0,3,4,0,50,0,200,0,0,346,0,0,0,0,0,0,0,0,158,1182,23,0,0,0,0,0,0,8395,73,6,23,13,0,16912,0,0,713,6,0,0,4,0,0,0,12,0,0,0,0,0,0,0
Moldova,0,24,9,0,6,499,6,8574,0,0,495,0,310,0,41,31376,60,0,0,0,0,26,2314,2,0,0,0,12,10777,3,0,0,740,29,0,4219,3,25,0,0,0,0,0,496,51,51,0,0,3949,243,22,0,444,58,0,0,18874,0,0,0,0,0,0,0,0,16,0,0,2,1404,479,45,0,0,0,0,3,594,0,0,0,6,1921,2646,0,16,0,0,0,11,0,1229,0,0,0,0,0,2,0,0,0,0,0,0,690,0,0,0,5,5,0,56,0,0,0,0,0,0,0,7,2,0,48,2328,47,0,132,0,0,12,10,0,0,0,0,2853,0,33,0,10,139,0,0,143,0,1470,0,0,0,4,102,113,0,0,16,0,0,414,0,13,0,0,0,0,83,18,906,0,0,0,0,0,0,94,0,109,125,24,0,3,0,0,0,0,188,0,0,79,0,10,0,0,0,0,0,0,10,5,176,0,0,0,0,0,0,8,0,0,0,20,0,47,0,0,70,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Haiti,0,3,0,0,0,32603,543,39,165,0,9,0,5,0,0,0,0,0,0,0,143,2,38,0,0,0,0,0,45,92,0,24,31,0,402,0,0,0,0,0,0,0,12,8,0,0,0,5,710,0,2,0,0,2,0,539,19,128,0,0,0,0,0,0,0,0,0,0,0,0,2410,0,0,12,0,0,0,18,0,406,0,0,28,0,3,0,0,4,0,0,0,0,0,0,872,0,16,0,0,8,0,0,9336,0,0,0,0,0,1588,0,9,0,0,0,0,620,0,0,0,0,5,256,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,135,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,2306,93,0,0,3,0,0,0,0,155,26,36,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,176,0,0,0,0,1016,0,0,0,0,0,0,28,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,1,4,0,43,0,0
French Guiana,0,0,0,0,0,96,828,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17719,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,16,0,0
Cocos (Keeling) Islands,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Estonia,0,260,799,0,20,1624,194,12809,0,0,2124,132,484,0,532,3166,238,0,219,0,0,13,3626,23,16,9,0,13,9754,100,33,32,1284,603,5,1985,12,16,5,8,0,0,226,4401,86,17,0,50,2867,7374,368,0,189,291,0,0,3515,0,20,0,0,0,0,0,0,0,0,0,50,1396,255,90,0,0,0,0,6,1704,115,15,0,1,2919,1840,0,224,0,0,5,81,11,404,0,13,0,0,0,14,0,22,0,0,68,2,409,0,0,0,169,22,21,93,0,5,22,0,0,0,0,20,8,0,124,177,4,0,2911,0,7,22,29,0,0,0,31,446,0,335,0,0,220,0,0,850,0,759,0,0,32,12,540,1453,0,0,115,0,0,2204,0,19,69,0,0,0,0,109,3477,4,0,0,7,0,0,138,0,3725,9,32,0,11,0,2,4,0,2602,0,0,15,0,0,0,0,0,0,0,0,1040,161,2587,23,0,0,0,0,0,8,0,0,77,394,0,204,0,0,186,0,0,0,19,0,9,0,0,4,0,0,0,30,0,0
South Korea,12,35705,4301,0,162,283267,3212,26689,0,0,1341,1456,17932,9,48037,33232,706279,0,244550,0,435,270,27411,187,125,380,18,1459,25769,4499,294,673,2571,2248,152,14496,30,1718,48,35,22,0,988,625,846,9810,0,1205,23895,1048,524562,0,1023,12747,311,0,22363,107,211,80,0,0,2,0,0,7,23,0,11420,34,18077,4295,10575,3727,0,0,52,3449,1007,542,4,58,772,3053,2,108164,21822,49,292,535,34,479,0,14,5,0,97,907,89,17,0,2,1220,13558,5975,0,0,44535,38,170,102,268,50,61,22059,0,85,3,0,41,3195,21,99,4858,115,98,201204,54,2,170,8,5,23,12,12,779,45,433674,49,0,306,0,0,42,0,9374,20,66,146,2,3626,275,0,0,784,1642,173,3471,12,1224,23,2,0,0,76,2307550,826,249623,62,12,0,1,0,1568,0,64,496,550,0,9,32,0,292,0,1850,9,0,23,0,607,0,0,0,1,0,0,522,99420,162,2,32,0,0,39,10,622,0,17,84,77,0,59941,0,0,73,8,0,0,0,0,2,0,1706,0,0,0,0,1,0,0
Ukraine,0,599,1378,44,184,12247,418,68033,0,0,6773,475,18217,4,3513,117118,6301,0,456,0,0,369,22149,1978,37,36,0,997,17406,1351,83,97,7227,2233,141,40152,88,678,69,47,10,6,335,1757,123,1325,0,521,11662,4310,436,0,8400,3894,5,0,27994,9,561,0,0,6,16,0,0,31,28,0,142,8022,3955,3315,46,53,1,0,36,7316,97,66,6,91,3466,20456,6,388,3,0,0,352,16,1230,10,254,0,0,104,735,4,0,0,0,150,15,2816,0,0,1,480,153,64,5426,23,3,52,0,15,0,0,687,14,7,918,27341,443,12,8233,72,6,1079,115,6,0,9,26,1633,0,2270,0,51,2749,0,0,3472,0,14495,7,10,16,8514,9638,11490,0,3,601,0,74,75423,2,426,834,0,0,0,3680,864,52561,174,8,0,3,2,0,1510,0,3312,605,244,0,197,386,0,82,0,1954,0,0,3362,8,375,0,0,0,0,0,0,575,814,11818,260,0,0,0,55,0,659,0,36,240,154,0,1739,0,0,740,0,0,0,57,0,10,0,0,0,0,0,0,11,0,0
Chinese Taipei,5,29388,2739,108,9,135080,610,13871,2,0,690,2468,3528,0,42474,886,301528,3,84260,0,146,70,5428,199,21,58,3,446,10833,238,21,7,1921,1593,54,7622,19,415,0,0,0,0,257,482,108,14,10,1142,8777,991,612162,0,378,8130,33,0,6793,12,96,4,0,0,0,0,0,0,0,0,9284,74,12987,17,6587,122,0,0,2,6535,90,300,2,0,751,5457,0,71040,450,0,92,26,22,164,0,2,0,0,8,57,128,3,0,5,36,113,1683,0,0,61136,0,26,25,3,3,10,12010,0,9,11,0,3,874,0,33,1146,2,5,125136,4,0,4,0,2,0,2,0,328,16,171046,70,0,129,0,0,16,0,819,0,0,9,0,490,0,0,0,128,1071,4,790,0,370,0,0,0,0,98,270012,262,399193,0,0,0,3,0,1212,0,74,76,330,0,0,0,0,27,0,866,0,0,28,0,0,0,0,0,0,0,0,50,239942,89,0,0,0,0,0,10,21,86,0,81,56,0,76280,0,0,284,18,3,0,24,0,0,0,1659,0,0,0,14,0,0,0
Benin,0,0,58,0,16,289,17,670,0,0,21,79,162,41,2,75,556,0,17,0,12,164,224,0,2491,123,0,53,247,3,12,5,188,10,0,129,5,3,15,0,121,153,0,8,0,0,0,314,3441,44,72,0,6,437,0,0,923,0,5,17,0,134,0,0,0,472,3988,0,0,0,751,0,0,0,0,0,0,44,27,0,1873,0,243,27,0,2,0,0,0,19,982,59,0,0,0,0,0,76,0,0,0,0,0,0,35,0,0,0,0,3,0,3,10,0,4,0,0,0,0,0,0,0,0,31,175,0,51,754,0,0,0,0,0,46,1668,0,0,0,0,0,7,0,4,6,0,51,1260,19,47,0,0,3,0,0,0,0,1827,9,5,2,0,0,0,0,0,42,8,0,204,0,0,0,0,0,0,4,0,103,0,0,0,0,17,0,43,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,38,0,166,0,22,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Grenada and South Grenadines,0,0,19,0,0,8447,5,230,2,0,25,0,7,0,0,0,1,0,12,0,0,0,6,2,0,0,0,0,3334,16,0,3,51,0,30,4,0,1,0,0,0,0,7,5,0,0,0,0,1,38,1,0,1,0,0,147,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,0,0,3,0,0,0,0,5,75,0,0,0,15,56,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,62,0,0,0,0,0,7,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,2209,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,617,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,265,18,0,0,0,1,0,0,0,0,0,97,31,0,0,0,249,0,0,0,0,3,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,5,0,206,0,0,0,4509,0,0,0,0,0,503,23,0,0
